350 2
4 3 
7 12 1
12 15 2
15 18 1
12 16 1
21 0 2
22 23 1
0 3 2
2 5 2
17 19 2
21 23 1
0 3 2
3 7 2
16 20 1
9 12 1
18 21 1
9 12 1
2 5 2
15 18 1
13 16 2
2 5 2
7 11 1
7 8 1
11 14 1
12 15 2
14 18 1
19 22 1
0 4 1
7 10 2
9 12 2
4 6 1
0 3 2
7 10 1
3 6 2
3 6 1
9 11 1
5 7 1
9 11 2
19 23 1
0 3 2
12 16 2
1 4 2
9 12 1
1 4 2
23 2 1
15 17 1
8 11 1
0 2 2
21 0 2
11 14 1
4 7 1
6 12 2
20 21 2
17 19 2
9 12 2
13 15 1
0 3 2
0 2 2
18 21 2
23 2 2
2 6 2
9 11 2
5 6 2
5 8 2
20 23 1
5 9 1
4 4 1
20 1 2
6 8 2
0 3 2
10 13 2
22 1 2
13 15 1
9 12 2
7 10 1
3 8 2
11 15 2
1 4 1
5 9 2
0 3 1
12 16 1
10 13 1
16 18 1
19 20 2
22 2 2
10 14 1
6 9 2
8 12 2
12 15 2
14 17 2
13 17 2
3 6 2
9 14 2
19 23 2
19 22 2
7 8 2
1 6 1
23 3 2
13 16 2
0 3 2
3 7 2
4 6 1
21 1 1
5 9 2
1 4 2
17 20 2
23 0 1
9 12 1
6 9 2
8 11 1
10 12 1
17 21 2
17 21 2
6 9 1
6 11 1
4 7 2
11 15 2
13 16 2
14 16 2
19 23 1
6 10 1
8 12 1
9 11 2
15 21 2
13 15 2
18 21 1
4 6 2
7 10 1
4 6 1
13 15 2
22 2 2
11 14 1
23 2 1
7 11 2
6 9 2
11 16 2
3 5 2
12 16 1
19 21 2
7 11 1
5 7 2
2 5 1
4 8 1
19 20 1
16 20 2
10 12 2
5 7 1
11 14 1
18 20 1
16 18 2
9 11 1
21 0 2
5 10 1
4 8 1
13 14 1
3 7 1
6 8 2
18 21 2
9 12 2
18 21 2
10 14 1
6 7 1
7 10 1
7 10 2
7 10 2
3 7 1
4 6 1
20 0 1
12 14 1
0 4 2
1 5 1
14 17 1
20 23 1
17 18 1
3 7 1
22 2 2
6 9 1
14 18 2
16 18 1
20 22 1
9 12 2
23 2 2
14 18 1
4 9 1
4 8 2
19 21 1
0 2 1
15 16 1
22 23 2
2 6 1
7 9 2
16 18 2
12 16 2
2 5 2
21 0 1
17 20 2
20 0 1
22 1 2
18 21 1
11 13 1
9 11 1
21 23 1
4 7 1
1 5 1
23 2 1
10 13 1
21 22 1
12 15 1
16 20 1
5 10 2
23 2 2
14 17 2
19 23 2
19 20 2
17 20 2
11 15 1
1 4 2
16 19 1
13 17 1
15 18 2
20 23 2
9 12 1
14 18 2
21 23 2
20 22 2
22 2 1
7 8 1
21 1 2
22 3 1
18 20 2
2 3 2
7 11 2
14 18 2
16 19 2
11 14 1
21 0 2
13 15 2
11 15 1
7 11 2
11 16 1
4 6 1
9 13 1
4 6 1
0 3 2
23 3 1
12 15 2
22 3 2
15 18 2
3 5 1
13 15 1
18 22 2
9 14 2
18 21 1
5 8 1
20 23 2
0 3 1
21 0 1
7 9 2
21 23 1
1 4 1
21 22 1
1 3 2
23 2 1
4 8 1
5 9 1
16 18 1
11 13 2
19 23 1
0 5 1
7 11 1
6 10 1
14 16 1
5 9 1
17 20 1
20 22 1
8 12 2
3 5 2
8 12 2
3 6 1
1 4 1
6 9 1
19 0 2
23 1 1
22 23 1
7 10 1
21 23 1
3 6 2
18 20 1
16 19 1
23 3 2
6 9 1
19 21 2
2 3 2
4 8 1
8 10 2
5 6 1
20 23 1
16 18 1
0 1 1
2 3 2
11 14 2
1 2 2
6 9 2
17 19 2
22 2 1
11 15 2
7 11 2
17 19 2
18 19 2
11 15 2
19 21 1
13 14 1
4 7 2
8 11 1
8 13 2
1 3 2
19 23 2
2 4 2
14 17 1
0 5 1
3 7 1
10 12 1
9 11 2
18 21 1
20 22 2
18 23 2
1 4 1
14 17 1
19 23 1
17 20 2
21 0 1
13 18 1
3 6 1
19 21 1
6 9 1
23 2 2
18 19 2
13 15 2
3 5 2
13 15 2
2 5 2
19 22 1
0 3 1
1 4 1
19 22 1
20 1 2
10 13 2
23 3 1
9 12 1
1 6 2
17 20 2
