350 3
4 6 7 
14 17 2
20 23 1
15 19 1
22 0 1
20 22 2
11 14 3
14 17 2
21 0 3
22 2 2
0 2 1
10 11 1
22 2 3
9 10 1
7 10 1
17 20 2
19 22 3
17 20 1
17 20 2
19 23 1
8 11 2
21 1 2
20 22 2
8 12 2
2 6 3
0 1 2
3 7 1
23 1 3
20 23 2
19 23 1
7 9 1
20 22 2
11 14 3
11 14 3
22 0 2
19 20 3
3 5 1
12 14 2
11 15 1
20 22 1
18 19 2
11 13 3
16 19 2
20 0 2
11 12 3
3 5 1
13 15 3
13 16 1
1 3 2
7 9 1
23 3 3
21 0 1
0 3 3
13 17 1
7 9 3
22 3 3
19 22 2
9 12 3
3 7 3
3 7 1
13 16 3
0 3 2
19 21 1
4 7 3
19 23 3
19 22 2
0 3 2
5 9 1
17 21 2
20 23 1
11 14 2
4 7 3
16 19 1
18 20 1
3 6 3
10 14 3
8 11 2
8 9 2
9 12 2
19 22 3
7 11 2
5 9 2
13 17 2
22 1 1
9 11 1
16 20 1
5 9 2
13 15 2
18 21 3
13 15 1
6 10 2
13 15 2
13 16 2
6 11 3
5 9 2
15 18 2
9 12 2
2 5 2
7 10 3
16 20 3
3 6 1
1 3 2
13 14 2
21 2 1
12 15 2
0 4 1
6 10 3
9 12 1
13 17 2
11 14 3
6 8 1
0 0 1
6 10 2
2 5 1
17 20 1
11 15 3
10 14 2
14 17 3
21 1 2
4 8 2
15 18 3
0 3 3
19 22 1
22 2 3
15 17 1
18 20 2
1 4 2
23 1 1
11 15 3
19 22 1
9 12 2
5 8 1
10 12 2
9 12 3
3 7 2
2 5 1
7 10 2
22 1 2
15 16 3
22 1 1
3 7 2
5 7 1
20 22 3
8 10 2
15 18 1
10 13 3
7 11 2
1 4 3
19 22 1
7 10 1
13 17 1
16 19 2
2 4 2
2 6 2
11 13 2
18 20 1
10 15 1
1 3 3
13 16 3
15 17 2
6 7 2
4 7 3
14 16 2
7 10 3
17 19 3
11 13 1
13 15 1
18 22 1
23 1 2
5 7 1
21 0 3
9 12 2
13 16 1
19 23 2
14 18 3
16 19 3
23 4 1
20 21 2
1 3 1
1 5 1
0 4 1
20 0 2
20 23 3
15 17 3
19 22 2
2 6 3
16 20 1
10 12 2
5 8 3
3 6 2
11 14 3
1 3 3
13 16 1
13 16 3
10 12 2
6 9 1
0 4 2
7 9 3
10 13 3
9 13 3
2 6 1
7 10 1
18 20 1
21 0 1
17 20 2
21 22 3
2 6 3
4 6 2
17 19 3
22 1 1
23 1 2
19 22 1
15 17 3
7 9 1
15 18 3
15 17 2
22 1 2
18 21 3
17 19 3
21 23 3
15 19 1
13 18 1
6 10 2
11 12 1
11 13 3
17 21 3
23 4 2
23 2 1
16 18 2
15 17 3
4 6 1
2 5 2
18 21 1
9 11 3
2 4 3
4 7 2
11 15 1
7 10 1
6 6 1
3 7 3
0 3 3
19 22 2
11 15 1
3 6 3
10 10 2
11 13 3
9 11 2
14 16 2
13 16 2
21 0 2
20 23 1
9 11 2
7 10 3
4 7 2
5 11 1
10 13 2
3 5 1
5 8 3
19 21 2
0 3 2
19 21 1
7 8 1
4 8 1
1 4 3
0 2 1
22 0 2
19 21 2
17 23 2
4 8 3
14 17 2
20 23 3
3 6 1
23 2 1
10 13 2
9 15 1
21 0 3
22 1 2
21 0 1
2 5 3
8 12 1
16 20 1
15 18 1
9 12 3
7 10 1
2 6 2
9 13 2
10 14 1
22 2 2
12 15 1
0 4 1
23 3 2
11 13 3
3 4 2
1 2 2
0 4 3
9 11 2
22 1 3
17 20 2
2 5 3
22 2 3
18 20 1
6 9 3
9 11 3
9 12 2
11 14 3
14 18 2
9 12 1
20 23 3
15 19 2
13 17 3
19 20 2
0 3 3
1 4 3
7 11 3
12 16 3
20 23 2
11 13 3
5 8 3
1 3 2
11 14 3
17 19 1
3 6 1
16 19 3
11 13 3
7 10 1
14 17 2
10 13 2
10 13 3
0 3 1
7 9 2
8 11 1
15 18 1
14 16 3
0 4 3
1 5 1
10 14 1
22 0 3
22 1 3
10 13 2
4 8 3
8 12 1
16 18 1
14 18 3
16 21 3
17 20 1
8 10 3
12 16 1
17 19 1
6 11 1
3 6 3
9 12 3
