900 3
9 6 10 
7 10 1
20 22 1
8 10 1
20 23 3
3 7 3
12 15 1
5 8 3
18 21 1
19 23 3
9 10 2
20 23 2
5 8 3
14 17 1
19 23 3
0 3 1
22 23 2
4 8 3
4 7 2
13 15 3
15 18 2
7 10 1
5 8 2
22 2 1
9 12 1
20 22 2
18 23 2
12 15 1
1 5 3
18 20 1
11 14 3
23 2 1
10 13 1
8 12 2
10 12 2
1 3 3
13 15 1
19 21 2
19 22 3
16 19 1
4 5 1
10 12 3
14 17 1
8 11 1
11 16 3
17 23 2
8 11 3
17 20 3
17 19 3
9 12 2
0 2 3
2 5 2
22 3 2
6 9 1
16 18 2
20 2 1
8 10 3
13 17 1
18 19 1
23 1 3
14 16 3
17 19 2
11 14 1
7 11 1
16 20 1
6 9 3
7 9 2
0 2 3
20 0 2
4 7 2
11 15 3
21 0 1
11 14 1
17 21 1
14 16 2
0 3 2
6 9 1
13 15 1
15 18 1
9 13 1
18 20 2
20 23 3
0 4 1
16 19 2
21 0 3
0 3 3
12 15 1
10 11 3
13 15 2
18 20 3
18 22 3
21 23 1
1 5 2
12 15 2
22 1 3
9 12 3
17 21 3
5 8 1
18 21 1
16 18 3
4 6 2
13 16 3
8 10 2
2 6 3
1 4 3
23 2 2
6 10 1
0 2 2
16 19 3
0 3 2
8 11 2
4 7 2
8 11 2
19 21 3
11 13 2
9 12 2
0 5 2
20 23 1
22 0 1
1 3 1
5 8 2
3 6 3
17 19 3
7 10 1
16 21 1
19 23 1
15 20 1
9 11 2
3 6 2
4 8 2
12 14 1
17 19 2
1 4 3
15 18 2
7 11 3
9 13 3
15 17 1
11 14 1
7 10 2
6 10 1
2 2 2
3 5 3
17 21 2
20 0 2
3 7 3
22 1 3
3 6 2
1 4 3
11 14 1
18 21 2
2 5 1
0 2 1
0 2 1
21 23 3
20 23 3
15 17 3
10 13 2
14 16 1
7 11 1
0 3 3
6 9 2
4 7 3
22 4 3
3 7 1
17 20 1
21 23 3
1 5 2
11 14 2
23 1 3
4 9 3
10 14 3
22 1 3
13 17 2
3 7 1
17 21 2
11 14 3
16 20 2
0 3 1
8 14 3
23 2 2
10 12 1
12 15 2
4 6 2
14 17 1
17 20 3
4 5 1
16 18 2
7 9 2
18 21 1
7 11 2
12 15 1
9 12 3
8 9 2
17 22 2
4 6 1
2 8 2
20 22 2
14 18 1
9 12 2
23 2 3
16 20 1
17 20 3
1 3 3
8 11 1
11 16 2
7 10 2
9 13 2
8 10 1
19 22 1
10 12 2
6 9 2
7 9 2
15 19 3
2 6 2
7 10 2
1 3 3
3 5 3
23 3 2
18 19 2
5 9 2
12 16 2
17 22 1
17 20 1
10 13 1
18 21 1
14 17 2
1 4 1
11 13 3
14 18 3
5 7 3
17 21 3
15 19 2
0 3 1
18 21 3
0 5 2
18 22 2
0 3 3
16 19 1
19 23 1
21 1 3
12 15 1
4 8 3
14 16 1
11 16 3
5 10 3
2 6 2
15 19 1
17 21 2
16 18 2
23 1 3
8 12 3
12 15 3
23 1 2
21 1 1
23 1 2
6 8 2
17 22 3
14 17 3
9 13 3
11 12 2
10 11 2
10 15 3
11 12 2
12 16 2
20 23 3
17 20 1
12 17 2
6 9 1
9 11 3
21 1 3
4 9 3
9 12 2
13 15 2
8 10 3
14 17 1
21 23 3
5 9 3
0 3 2
11 14 3
3 6 1
10 13 2
11 14 3
13 15 2
8 11 1
11 14 3
6 9 3
17 21 3
15 17 1
3 7 3
20 0 2
23 3 2
11 14 1
8 12 1
9 13 2
8 11 1
20 21 1
22 0 1
15 17 3
16 19 2
11 15 1
6 9 2
1 3 2
21 0 1
1 3 3
16 19 3
16 20 3
17 20 2
8 11 2
2 7 2
14 18 3
3 3 1
14 18 3
6 9 2
12 13 1
10 14 1
7 9 1
23 1 3
14 17 3
18 20 3
6 9 3
18 22 2
13 16 3
5 8 1
9 12 1
12 16 1
1 4 2
8 10 3
21 0 3
15 17 2
7 9 3
4 9 2
0 3 1
10 13 3
1 4 1
22 1 2
3 7 2
7 11 1
23 2 1
17 20 1
7 11 1
1 4 3
11 14 2
22 1 3
15 16 3
14 17 1
0 3 2
5 9 3
17 20 3
12 16 1
13 15 3
8 11 1
0 3 1
20 22 3
3 7 1
12 13 1
19 22 1
0 3 3
13 16 3
6 9 2
7 9 2
6 9 2
7 9 2
9 12 1
18 21 1
8 13 3
4 6 1
16 20 2
8 13 2
10 14 2
14 17 3
6 9 1
23 2 3
16 19 1
23 3 3
6 9 2
15 17 1
13 17 3
12 16 1
2 6 2
10 13 1
16 20 3
23 1 1
11 13 2
4 6 2
8 9 1
10 13 3
6 9 1
19 23 2
20 0 1
7 10 1
14 19 1
9 12 2
13 16 1
23 2 1
18 22 3
14 16 1
5 10 1
2 5 3
14 17 3
10 14 3
22 2 1
23 2 1
3 6 3
19 23 3
8 13 3
21 1 1
5 8 3
1 4 2
8 11 3
