950 3
2 9 4 
19 22 2
10 14 1
7 10 1
21 22 3
22 0 3
6 9 2
10 14 2
18 21 3
14 19 3
20 22 3
20 23 1
12 16 1
0 2 3
16 20 3
0 3 3
16 19 2
1 3 3
8 11 1
0 2 1
6 10 3
16 19 1
22 3 1
3 6 2
7 11 3
23 0 3
16 18 2
17 18 2
11 14 3
10 15 1
20 0 3
1 5 2
20 22 1
3 7 1
19 22 3
19 23 2
9 12 1
2 5 2
15 18 2
23 1 3
21 0 3
15 18 1
7 12 2
21 23 1
11 15 2
10 14 2
6 10 2
3 6 3
15 18 2
18 22 2
12 14 1
13 19 1
0 2 3
18 21 2
23 3 2
0 2 2
4 7 2
2 5 3
11 13 3
2 5 2
4 8 2
9 12 3
18 21 1
16 19 3
7 8 3
7 9 2
5 9 1
0 6 3
17 18 1
23 1 2
3 7 1
16 19 1
3 6 1
19 23 3
9 11 1
13 16 2
2 5 3
13 15 3
12 16 3
1 4 2
10 15 1
18 21 1
6 8 3
12 15 3
11 15 2
3 5 2
3 5 1
1 4 1
22 1 1
3 7 2
19 0 2
6 9 1
9 12 1
9 12 2
17 22 2
6 9 1
20 0 3
14 17 2
3 8 1
20 22 3
21 22 1
5 10 3
18 22 3
0 2 2
6 8 1
13 15 1
14 17 1
4 7 2
8 12 2
4 8 1
6 9 3
0 2 2
19 23 2
12 15 2
21 0 2
13 16 2
21 1 1
18 20 2
3 7 1
17 19 3
11 15 3
9 12 3
10 12 3
1 4 3
20 23 2
13 16 2
16 20 3
13 16 3
3 4 1
13 16 3
6 9 1
19 22 1
4 8 3
0 4 2
17 19 1
1 4 3
8 12 2
17 21 2
4 6 2
18 22 2
0 3 3
6 9 2
1 5 2
15 20 2
2 5 3
3 5 1
12 15 1
13 16 1
8 12 1
1 4 1
18 20 1
17 21 2
5 8 3
20 21 2
8 13 3
3 7 3
12 14 2
7 9 3
13 16 2
1 5 2
20 22 3
1 4 2
3 5 3
16 19 2
18 21 3
4 6 1
10 13 2
2 5 2
