250 2
7 2 
11 15 2
6 9 2
7 10 1
11 15 2
23 3 1
22 1 1
19 21 2
9 12 1
15 18 2
15 19 1
1 5 1
21 23 1
22 1 1
13 17 1
0 2 1
12 15 1
13 16 1
0 3 2
16 19 2
14 16 1
14 16 1
4 6 1
15 18 1
3 6 2
10 15 2
1 5 2
9 11 2
6 7 1
19 21 1
2 8 2
10 14 2
17 19 1
0 3 1
11 12 2
5 8 1
8 11 1
20 23 1
11 14 2
8 10 1
12 16 2
19 21 1
11 12 2
1 4 2
4 9 2
15 17 2
22 1 2
10 13 2
6 9 1
17 20 2
19 23 1
9 14 2
17 18 2
19 22 2
20 21 1
2 7 1
7 9 2
14 17 1
18 22 2
19 0 1
2 7 2
20 23 1
5 10 1
13 14 1
14 17 1
17 21 1
13 15 2
20 23 2
19 22 2
17 20 2
14 18 1
9 11 1
15 18 1
12 16 2
8 9 2
17 21 2
8 13 2
23 2 2
20 23 1
17 20 2
20 23 2
5 8 1
10 14 1
22 1 2
17 20 1
18 21 1
16 19 2
12 15 2
7 10 2
7 11 1
22 2 1
21 23 1
13 16 2
10 12 1
7 12 2
4 7 1
4 7 2
4 7 2
13 16 2
0 2 1
17 19 1
9 13 1
14 17 1
6 7 1
7 10 1
16 19 2
23 2 2
9 11 1
5 8 1
21 23 1
13 14 2
3 6 2
14 15 2
1 4 1
11 13 2
1 4 2
17 20 2
4 8 2
6 10 1
8 10 1
12 13 1
19 23 2
23 1 1
18 22 1
9 12 2
15 19 2
13 17 1
4 8 1
4 7 2
14 18 2
8 11 2
22 1 1
23 2 2
6 7 2
11 14 1
0 3 1
1 6 2
0 5 1
5 7 1
15 18 2
14 18 1
15 18 1
14 18 2
6 8 1
6 10 1
9 12 2
9 12 1
17 19 1
17 20 2
21 0 1
6 8 1
2 6 2
15 19 2
11 14 2
17 21 2
3 7 1
18 22 1
9 11 2
13 17 2
19 23 1
14 17 1
22 1 2
18 20 1
15 17 1
22 23 1
1 3 1
2 6 1
10 14 2
10 14 2
19 22 2
12 15 1
12 15 1
9 13 1
14 18 1
17 21 1
0 2 2
6 9 1
2 5 1
1 4 1
1 4 2
16 19 1
13 16 2
23 3 1
2 5 1
15 19 2
16 18 1
2 3 2
19 0 2
6 9 1
14 19 1
15 18 1
17 21 2
17 20 1
1 4 2
1 3 1
12 15 1
11 13 2
7 10 1
4 7 2
3 4 2
2 5 1
2 6 1
6 9 1
6 8 1
19 23 2
20 22 2
18 22 2
2 5 2
22 1 2
18 21 2
15 19 2
21 23 2
8 11 1
9 12 2
7 10 1
15 17 2
13 18 2
8 12 1
21 23 1
4 6 1
7 11 1
9 11 2
16 21 2
21 23 2
15 17 2
6 11 2
2 5 1
12 15 2
3 5 2
21 0 2
6 7 2
15 18 1
1 6 1
15 18 2
23 1 1
12 13 2
8 11 1
16 17 2
20 23 1
4 7 2
1 3 2
22 1 2
23 3 2
0 5 2
17 21 1
16 20 2
22 3 2
18 21 2
9 12 2
23 4 1
6 10 1
