650 3
7 2 7 
19 20 3
5 9 3
22 1 2
9 12 1
8 12 3
5 8 2
13 16 3
23 3 2
16 19 3
5 9 1
0 3 3
16 21 3
19 23 2
5 8 3
1 4 3
22 3 2
7 10 3
13 16 1
10 13 2
13 17 1
3 5 1
8 11 3
15 19 2
22 1 2
8 12 3
1 4 1
7 10 2
5 8 3
10 14 1
17 20 1
3 4 2
6 9 2
2 5 1
12 15 3
3 6 1
16 19 2
14 16 2
8 12 1
20 0 2
15 18 2
11 14 3
11 14 1
1 4 3
1 4 2
10 12 2
13 16 2
11 13 3
12 16 2
17 22 1
19 23 1
6 9 1
3 5 2
14 17 1
9 10 2
7 9 3
16 18 1
11 13 2
22 0 2
23 1 3
10 13 2
23 3 1
11 14 3
22 1 1
5 7 3
8 12 3
3 7 3
14 15 2
0 2 3
13 17 2
5 9 2
15 17 2
19 21 3
3 5 3
18 22 2
4 6 3
23 1 3
15 17 1
12 16 1
7 9 1
7 9 1
14 17 3
0 3 1
7 11 2
18 20 2
20 1 3
2 5 2
13 17 2
11 15 3
4 7 2
9 12 1
13 16 1
0 2 3
8 11 1
1 4 1
10 15 1
18 20 3
7 9 1
11 15 1
2 6 2
1 5 1
13 16 1
12 14 2
8 11 3
8 10 2
16 19 2
0 4 3
20 23 1
15 17 1
19 22 1
2 6 1
22 1 3
23 1 1
22 0 1
19 22 1
18 20 3
17 19 1
5 7 1
16 20 2
0 4 1
14 16 3
14 15 2
3 8 1
9 11 1
0 2 2
13 16 3
22 23 2
20 0 1
16 19 3
23 0 1
7 10 3
1 3 2
3 6 3
12 15 1
14 17 2
6 9 2
6 10 1
17 19 2
1 4 1
8 12 2
14 17 2
11 14 1
9 12 2
1 2 2
12 16 3
9 13 3
9 13 2
11 13 3
15 18 2
20 0 2
11 13 1
22 1 1
13 15 3
8 11 2
18 20 2
22 2 2
17 22 1
19 22 2
2 4 3
7 11 2
16 17 1
19 0 2
13 16 3
18 20 1
14 16 1
12 15 3
15 17 1
6 8 3
14 17 2
3 6 1
21 22 1
20 23 3
8 10 1
21 23 3
22 0 2
8 10 1
12 15 1
4 8 3
6 9 3
3 7 3
23 4 2
6 10 1
5 7 1
23 4 2
18 20 2
0 2 1
14 15 3
18 21 3
3 6 2
20 22 3
12 14 3
12 15 3
19 23 3
13 16 2
10 13 2
6 9 3
13 16 1
18 21 2
23 23 3
1 2 2
22 0 2
11 14 1
23 2 1
17 21 1
20 0 3
3 4 1
5 8 1
19 21 3
14 17 3
6 9 2
15 19 1
8 11 3
20 23 3
7 9 1
0 3 2
2 5 2
9 11 3
4 6 2
22 1 1
0 3 1
8 12 2
6 10 2
23 2 1
0 3 3
2 3 1
7 10 2
13 16 3
7 9 1
15 17 1
4 7 1
20 0 1
16 18 2
14 17 3
23 2 2
2 6 3
7 9 2
5 6 3
3 5 1
4 8 1
8 13 2
20 23 1
19 22 2
5 8 3
19 22 3
7 12 1
3 7 3
21 0 3
10 13 3
19 22 2
19 22 2
9 11 3
9 12 2
1 2 1
18 19 1
23 1 1
8 11 1
12 15 2
18 19 2
13 17 3
13 16 3
10 12 2
4 6 2
12 16 1
5 9 1
7 10 1
8 12 1
1 3 2
