200 2
7 10 
19 21 2
6 11 1
2 4 2
8 9 1
18 21 1
14 17 1
18 21 1
17 19 1
3 7 2
18 21 1
22 1 1
16 20 1
20 0 1
1 3 1
16 21 2
5 9 1
17 18 1
15 19 2
3 7 2
20 22 1
3 7 2
15 17 1
21 23 1
6 8 2
18 21 1
15 20 2
22 2 2
3 7 1
1 5 1
1 5 2
16 20 2
19 23 1
8 11 1
10 12 2
16 19 2
3 6 1
23 2 1
4 7 1
1 3 1
11 13 2
14 19 2
4 9 1
23 1 2
16 20 2
17 20 1
19 22 1
4 8 2
9 11 1
14 18 1
14 16 1
4 8 2
19 20 1
0 3 2
16 18 1
3 5 1
22 0 2
9 12 2
17 19 2
16 20 1
21 0 2
23 4 1
3 6 2
7 9 1
14 15 2
19 20 1
4 7 1
22 2 2
8 10 1
23 3 1
17 19 2
9 12 1
18 21 2
2 6 2
10 14 1
12 15 1
4 8 1
4 6 1
20 1 2
18 23 1
0 3 2
0 3 2
0 4 2
10 12 1
1 4 2
11 12 1
14 17 1
16 19 1
12 17 1
3 7 2
11 12 2
19 22 1
8 11 2
12 16 2
8 12 2
16 20 2
12 15 2
3 6 1
10 13 1
12 15 1
23 2 2
18 21 1
5 7 2
5 8 1
21 0 1
13 16 2
11 12 2
19 23 1
3 4 1
7 11 1
20 0 2
1 4 2
9 11 1
4 7 2
22 1 2
15 20 1
3 6 1
12 13 1
12 14 1
14 16 1
19 22 1
22 0 2
4 5 2
6 8 1
0 4 2
16 18 1
9 13 2
4 7 2
0 3 1
7 10 2
3 6 2
6 10 1
2 4 2
13 17 1
17 20 1
1 3 1
15 18 2
1 5 2
14 15 2
1 3 2
13 18 1
20 22 2
13 15 1
0 1 2
4 8 1
22 3 2
11 15 2
15 19 2
18 22 1
8 9 1
23 4 1
12 16 1
20 20 2
3 7 2
7 11 1
7 10 2
9 14 2
22 0 1
14 17 2
14 16 2
13 17 2
16 20 1
0 3 2
14 17 1
1 4 2
8 12 2
21 0 2
6 9 2
7 8 2
23 3 2
21 0 2
2 4 1
5 9 2
0 1 2
18 19 2
4 7 2
13 17 2
14 17 1
21 0 1
11 14 2
11 15 2
13 16 2
2 7 1
21 1 1
10 12 1
21 0 2
22 23 1
17 18 1
23 1 1
22 2 2
4 8 2
0 3 2
7 11 1
21 23 1
0 4 2
21 0 2
11 14 2
22 1 2
1 4 1
15 18 2
2 4 2
