500 2
3 1 
10 13 2
0 2 2
2 4 2
18 20 1
2 6 2
17 19 2
22 0 2
1 4 1
18 21 1
23 1 2
20 22 1
17 21 1
10 13 1
23 1 2
23 3 1
16 19 2
13 16 2
13 18 1
1 4 2
18 22 1
21 23 2
17 19 2
7 11 2
16 20 2
4 6 2
16 19 1
4 8 1
12 15 2
23 1 1
15 17 2
6 7 1
13 15 1
15 18 1
15 18 2
5 9 1
9 13 1
5 9 1
7 10 1
8 11 1
13 17 1
1 4 1
11 13 2
23 2 2
21 0 1
6 10 2
9 13 1
18 21 1
19 22 1
18 21 2
3 6 2
19 22 1
5 7 1
16 19 1
19 21 1
4 7 1
7 10 1
14 17 2
2 5 2
14 15 2
8 14 1
15 18 2
0 2 2
13 17 1
19 22 2
7 10 1
21 0 2
10 15 1
4 9 1
18 21 1
21 1 2
1 6 1
2 7 1
23 1 1
13 16 1
11 15 1
6 9 2
23 3 2
18 21 2
19 22 2
12 15 2
23 2 2
22 23 1
22 23 1
4 6 1
23 4 2
13 13 2
22 0 1
22 23 1
15 17 1
12 16 1
1 4 2
15 18 2
17 20 2
0 1 2
18 21 2
20 23 2
19 23 1
23 2 1
13 16 2
17 19 2
17 20 2
16 18 1
20 22 2
8 11 2
16 19 2
7 11 2
15 19 2
23 1 2
5 8 2
15 19 2
23 1 2
22 1 1
9 12 1
4 8 1
2 4 2
13 16 2
19 0 1
18 21 2
20 23 2
12 15 2
21 0 1
3 6 2
0 2 1
22 23 1
1 4 1
19 22 2
18 23 1
16 19 1
1 4 2
6 10 1
10 13 2
23 2 1
7 10 2
15 17 1
21 2 1
8 12 1
3 6 2
0 4 1
8 9 2
16 19 1
21 0 1
11 12 2
15 17 2
10 14 1
17 21 1
1 4 1
20 22 1
6 10 2
10 11 2
17 20 2
15 18 1
16 20 2
8 11 1
19 23 2
16 18 2
12 15 1
19 23 2
15 19 2
12 16 1
17 20 2
19 22 1
21 23 1
23 3 1
17 19 1
0 5 1
1 4 2
23 2 1
10 12 2
8 11 1
17 19 2
11 14 2
16 19 1
23 2 1
3 6 1
15 17 2
0 3 2
10 12 2
19 20 2
20 22 2
11 15 2
18 21 2
3 8 2
21 1 2
23 3 1
17 21 1
1 4 2
16 20 2
8 13 2
12 15 1
21 22 2
11 14 2
3 4 2
1 5 1
14 17 1
15 20 1
0 4 2
20 22 1
16 19 1
8 9 1
7 10 1
6 8 2
0 3 2
8 11 2
11 14 1
9 12 1
16 18 1
15 17 1
22 3 2
12 16 1
4 9 2
2 4 1
2 5 2
9 13 1
2 5 1
13 18 1
16 19 1
8 10 2
18 21 1
17 21 2
3 6 2
17 20 2
2 5 2
22 1 2
2 4 2
10 13 1
15 20 2
10 13 1
1 4 1
23 1 1
1 2 2
3 5 1
22 1 1
13 14 1
14 18 2
8 11 2
18 22 2
21 0 1
3 6 2
18 21 2
22 0 2
20 23 1
0 2 2
18 20 1
18 22 2
12 16 1
13 16 2
15 17 2
8 12 2
21 0 2
2 4 2
14 18 1
18 20 1
23 1 1
18 22 2
1 4 2
12 16 2
10 13 1
1 4 1
12 14 1
15 16 1
16 19 2
12 15 2
4 7 2
12 15 1
12 16 1
17 20 2
19 22 1
18 19 1
11 13 1
19 22 2
8 11 2
5 8 2
8 10 2
3 7 2
22 2 1
23 3 1
19 21 2
23 2 1
18 21 2
15 17 1
16 19 1
3 6 2
1 4 2
8 11 2
11 15 1
23 1 1
6 10 2
16 18 2
9 13 1
