200 3
3 7 1 
21 22 3
3 7 3
6 10 1
5 9 3
16 18 3
5 8 2
1 3 1
22 1 1
6 9 3
5 10 2
8 11 2
0 4 1
13 16 3
22 1 3
20 22 1
1 5 2
19 22 2
14 17 3
4 10 1
2 3 3
17 20 1
12 16 2
11 14 3
4 8 3
23 3 1
6 10 2
3 7 3
13 16 1
5 10 1
20 22 2
22 1 3
18 23 1
13 17 2
14 15 1
23 0 2
7 11 1
6 8 3
21 0 3
22 0 3
6 10 2
3 6 2
11 13 2
2 4 1
7 11 3
21 0 3
2 4 2
22 2 3
18 22 2
8 11 1
8 11 2
2 4 1
6 8 2
20 23 1
7 9 3
23 2 3
9 10 1
4 8 3
1 4 3
23 4 3
2 6 2
1 2 2
23 2 1
11 12 3
4 5 1
8 11 2
12 15 1
2 6 1
6 10 2
14 16 3
7 10 3
9 12 1
3 6 3
8 11 1
0 2 2
12 14 2
1 5 3
19 21 1
2 6 1
13 17 3
3 6 2
6 9 3
19 23 3
8 11 1
2 5 3
8 11 1
9 12 3
23 3 2
3 7 3
10 12 3
6 10 1
20 22 1
19 22 2
16 20 1
11 14 2
2 4 3
17 20 3
17 18 2
21 0 2
0 3 1
16 18 2
6 11 1
23 4 1
20 1 1
13 16 3
14 19 2
6 9 3
8 11 1
17 19 1
2 4 3
5 7 2
10 14 2
8 10 3
16 20 3
21 0 2
12 16 2
16 20 2
1 4 3
3 6 1
9 11 2
13 17 2
6 9 3
15 18 2
6 9 2
15 17 3
19 21 3
12 15 3
23 2 1
7 10 1
11 12 3
5 7 1
10 12 1
4 8 2
0 2 2
11 14 3
17 19 1
22 0 2
23 2 3
19 20 1
6 11 3
3 5 2
9 12 3
5 9 2
1 3 3
23 3 2
22 0 3
10 14 2
12 16 3
11 13 2
14 17 2
2 6 2
20 22 1
10 13 2
12 14 3
5 8 1
4 6 1
11 13 1
15 19 1
7 10 3
7 10 1
16 19 3
10 13 3
8 9 1
22 1 1
17 22 1
13 16 3
17 21 2
7 10 1
0 3 1
18 22 2
16 18 1
3 7 3
9 14 2
3 7 3
18 22 2
17 21 2
6 11 3
9 12 1
2 3 1
17 19 2
7 10 1
7 11 3
17 22 1
5 8 2
5 10 1
23 3 1
5 9 1
13 14 1
1 6 3
17 19 2
12 14 1
23 2 3
15 19 3
18 21 1
22 0 1
17 21 2
7 10 2
3 6 2
7 9 3
21 0 3
9 11 1
